Temperatura,RecNbr,Pressao_do_ar,Velocidade_do_vento,Precipitacao,PTemp_C,Umidade,BattV,Direcao_do_vento,Datetime
24.3,297,914.0,0.0,0.0,25.16,54.5,11.97,0.5,2017-05-05 18:42:45
24.3,298,914.0,0.0,0.0,25.16,54.5,11.98,0.5,2017-05-05 18:43:00
24.3,299,914.0,0.0,0.0,25.16,54.5,11.98,0.5,2017-05-05 18:43:15
24.3,300,914.0,0.0,0.0,25.16,54.6,11.97,0.5,2017-05-05 18:43:30
24.3,301,914.0,0.0,0.0,25.16,54.6,11.97,0.5,2017-05-05 18:43:45
24.3,302,914.0,0.0,0.0,25.16,54.6,11.98,0.5,2017-05-05 18:44:00
24.3,303,914.0,0.0,0.0,25.16,54.6,11.98,0.5,2017-05-05 18:44:15
24.3,304,914.0,0.0,0.0,25.16,54.6,11.98,0.5,2017-05-05 18:44:30
24.3,305,914.0,0.0,0.0,25.16,54.6,11.98,0.5,2017-05-05 18:44:45
24.3,306,914.0,0.0,0.0,25.16,54.6,11.98,0.5,2017-05-05 18:45:00
24.3,307,914.0,0.0,0.0,25.16,54.6,11.98,0.5,2017-05-05 18:45:15
24.3,308,914.0,0.0,0.0,25.16,54.6,11.98,0.5,2017-05-05 18:45:30
24.3,309,914.0,0.0,0.0,25.16,54.6,11.98,0.5,2017-05-05 18:45:45
24.3,310,914.0,0.0,0.0,25.16,54.6,11.98,0.5,2017-05-05 18:46:00
24.3,311,914.0,0.0,0.0,25.16,54.6,11.98,0.5,2017-05-05 18:46:15
24.3,312,914.0,0.0,0.0,25.16,54.6,11.98,0.5,2017-05-05 18:46:30
24.3,313,914.0,0.0,0.0,25.16,54.6,11.98,0.5,2017-05-05 18:46:45
24.3,314,914.0,0.0,0.0,25.16,54.6,11.97,0.5,2017-05-05 18:47:00
24.3,315,914.0,0.0,0.0,25.16,54.6,11.99,0.5,2017-05-05 18:47:15
24.3,316,914.0,0.0,0.0,25.19,54.5,11.98,0.5,2017-05-05 18:47:30
24.3,317,914.0,0.0,0.0,25.19,54.5,11.97,0.5,2017-05-05 18:47:45
24.3,318,914.0,0.0,0.0,25.19,54.5,11.98,0.5,2017-05-05 18:48:00
24.3,319,914.0,0.0,0.0,25.19,54.5,11.98,0.5,2017-05-05 18:48:15
24.3,320,914.0,0.0,0.0,25.19,54.5,11.98,0.5,2017-05-05 18:48:30
24.3,321,914.0,0.0,0.0,25.19,54.5,11.98,0.5,2017-05-05 18:48:45
24.3,322,914.0,0.0,0.0,25.19,54.5,11.98,0.5,2017-05-05 18:49:00
24.3,323,914.0,0.0,0.0,25.19,54.5,11.98,0.5,2017-05-05 18:49:15
24.3,324,914.0,0.0,0.0,25.19,54.6,11.98,0.5,2017-05-05 18:49:30
24.3,325,914.0,0.0,0.0,25.19,54.6,11.98,0.5,2017-05-05 18:49:45
24.3,326,914.0,0.0,0.0,25.19,54.6,11.97,0.5,2017-05-05 18:50:00
24.3,327,914.0,0.0,0.0,25.19,54.6,11.97,0.5,2017-05-05 18:50:15
24.3,328,914.0,0.0,0.0,25.19,54.6,11.98,0.5,2017-05-05 18:50:30
24.3,329,914.0,0.0,0.0,25.19,54.6,11.98,0.5,2017-05-05 18:50:45
24.3,330,914.0,0.0,0.0,25.19,54.6,11.97,0.5,2017-05-05 18:51:00
24.3,331,914.0,0.0,0.0,25.19,54.6,11.97,0.5,2017-05-05 18:51:15
24.3,332,914.0,0.0,0.0,25.19,54.6,11.97,0.5,2017-05-05 18:51:30
24.3,333,914.0,0.0,0.0,25.19,54.6,11.98,0.5,2017-05-05 18:51:45
24.3,334,914.0,0.0,0.0,25.19,54.6,11.98,0.5,2017-05-05 18:52:00
24.3,335,914.0,0.0,0.0,25.19,54.6,11.97,0.5,2017-05-05 18:52:15
24.3,336,914.0,0.0,0.0,25.19,54.7,11.98,0.5,2017-05-05 18:52:30
24.3,337,914.0,0.0,0.0,25.19,54.7,11.97,0.5,2017-05-05 18:52:45
24.3,338,914.0,0.0,0.0,25.22,54.7,11.98,0.5,2017-05-05 18:53:00
24.3,339,914.0,0.0,0.0,25.19,54.7,11.98,0.5,2017-05-05 18:53:15
24.3,340,914.0,0.0,0.0,25.19,53.5,11.98,0.5,2017-05-05 18:53:30
24.3,341,914.0,0.0,0.0,25.19,53.5,11.97,0.5,2017-05-05 18:53:45
24.3,342,914.0,0.0,0.0,25.19,53.5,11.98,0.5,2017-05-05 18:54:00
24.3,343,914.0,0.0,0.0,25.19,53.5,11.98,0.5,2017-05-05 18:54:15
24.3,344,914.0,0.0,0.0,25.22,54.7,11.97,0.5,2017-05-05 18:54:30
24.3,345,914.0,0.0,0.0,25.19,54.7,11.98,0.5,2017-05-05 18:54:45
24.3,346,914.0,0.0,0.0,25.19,54.7,11.98,0.6,2017-05-05 18:55:00
24.3,347,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 18:55:15
24.3,348,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 18:55:30
24.3,349,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 18:55:45
24.3,350,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 18:56:00
24.3,351,914.0,0.0,0.0,25.22,54.7,11.97,0.6,2017-05-05 18:56:15
24.3,352,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 18:56:30
24.3,353,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 18:56:45
24.3,354,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 18:57:00
24.3,355,914.0,0.0,0.0,25.22,54.7,11.97,0.6,2017-05-05 18:57:15
24.3,356,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 18:57:30
24.3,357,914.0,0.0,0.0,25.22,54.7,11.99,0.6,2017-05-05 18:57:45
24.3,358,914.0,0.0,0.0,25.22,54.7,11.97,0.6,2017-05-05 18:58:00
24.3,359,914.0,0.0,0.0,25.22,54.7,11.97,0.6,2017-05-05 18:58:15
24.3,360,914.0,0.0,0.0,25.22,54.7,11.97,0.6,2017-05-05 18:58:30
24.3,361,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 18:58:45
24.3,362,914.0,0.0,0.0,25.22,54.7,11.97,0.6,2017-05-05 18:59:00
24.3,363,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 18:59:15
24.3,364,914.0,0.0,0.0,25.22,54.6,11.98,0.6,2017-05-05 18:59:30
24.3,365,914.0,0.0,0.0,25.22,54.6,11.97,0.6,2017-05-05 18:59:45
24.3,366,914.0,0.0,0.0,25.22,54.6,11.98,0.6,2017-05-05 19:00:00
24.3,367,914.0,0.0,0.0,25.22,54.6,11.98,0.6,2017-05-05 19:00:15
24.3,368,914.0,0.0,0.0,25.22,54.6,11.98,0.6,2017-05-05 19:00:30
24.3,369,914.0,0.0,0.0,25.22,54.6,11.97,0.6,2017-05-05 19:00:45
24.3,370,914.0,0.0,0.0,25.22,54.6,11.97,0.6,2017-05-05 19:01:00
24.3,371,914.0,0.0,0.0,25.22,54.6,11.98,0.6,2017-05-05 19:01:15
24.3,372,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 19:01:30
24.3,373,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 19:01:45
24.3,374,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 19:02:00
24.3,375,914.0,0.0,0.0,25.22,54.7,11.98,0.6,2017-05-05 19:02:15
24.3,376,914.0,0.0,0.0,25.22,54.6,11.98,0.6,2017-05-05 19:02:30
24.3,377,914.0,0.0,0.0,25.22,54.6,11.98,0.6,2017-05-05 19:02:45
24.3,378,914.0,0.0,0.0,25.22,54.6,11.97,0.6,2017-05-05 19:03:00
24.3,379,914.0,0.0,0.0,25.22,54.6,11.97,0.6,2017-05-05 19:03:15
24.3,380,914.0,0.0,0.0,25.22,54.5,11.98,0.6,2017-05-05 19:03:30
24.3,381,914.0,0.0,0.0,25.25,54.5,11.98,0.6,2017-05-05 19:03:45
24.3,382,914.0,0.0,0.0,25.25,54.5,11.97,0.6,2017-05-05 19:04:00
24.3,383,914.0,0.0,0.0,25.25,54.5,11.97,0.6,2017-05-05 19:04:15
24.3,384,914.0,0.0,0.0,25.25,54.4,11.97,0.6,2017-05-05 19:04:30
24.3,385,914.0,0.0,0.0,25.25,54.4,11.97,0.6,2017-05-05 19:04:45
24.3,386,914.0,0.0,0.0,25.25,54.4,11.98,0.6,2017-05-05 19:05:00
24.3,387,914.0,0.0,0.0,25.25,54.4,11.98,0.6,2017-05-05 19:05:15
24.3,388,914.0,0.0,0.0,25.25,54.5,11.98,0.6,2017-05-05 19:05:30
24.3,389,914.0,0.0,0.0,25.25,54.5,11.97,0.6,2017-05-05 19:05:45
24.3,390,914.0,0.0,0.0,25.25,54.5,11.97,0.6,2017-05-05 19:06:00
24.3,391,914.0,0.0,0.0,25.25,54.5,11.98,0.6,2017-05-05 19:06:15
24.3,392,914.0,0.0,0.0,25.25,54.6,11.97,0.6,2017-05-05 19:06:30
24.3,393,914.0,0.0,0.0,25.25,54.6,11.98,0.6,2017-05-05 19:06:45
24.3,394,914.0,0.0,0.0,25.25,54.6,11.99,0.6,2017-05-05 19:07:00
24.3,395,914.0,0.0,0.0,25.25,54.6,11.98,0.6,2017-05-05 19:07:15
24.3,396,914.0,0.0,0.0,25.25,54.7,11.97,0.6,2017-05-05 19:07:30
24.3,397,914.0,0.0,0.0,25.25,54.7,11.98,0.6,2017-05-05 19:07:45
24.3,398,914.0,0.0,0.0,25.25,54.7,11.98,0.6,2017-05-05 19:08:00
